hsv1[0],hsv2[0],hsv3[0],hsv4[0]
118,334,82,86
334,322,298,104
146,122,104,308
138,170,144,302
254,98,350,354
244,276,126,2
324,64,310,140
2,248,130,110
266,82,140,250
262,106,244,138
254,118,104,132
32,196,328,148
54,92,318,332
62,308,98,314
258,292,68,250
254,316,28,132
254,62,224,352
358,76,162,200
320,296,158,66
112,178,216,96
352,260,340,20
196,142,254,144
350,124,284,278
286,30,168,150
254,160,10,120
228,124,150,80
340,206,124,238
88,344,50,232
298,304,356,182
100,352,336,70
180,270,52,246
254,230,282,86
82,8,142,264
10,112,292,138
248,224,204,4
162,342,112,96
202,0,196,168
22,262,266,340
138,248,260,270
68,120,250,118
304,236,38,174
310,354,152,108
108,242,242,164
352,322,44,118
208,150,56,72
292,68,128,250
254,254,246,284
130,4,254,102
110,12,344,326
16,190,186,250
350,248,134,36
254,140,2,18
76,68,124,322
220,120,232,256
22,146,268,356
46,246,322,60
118,348,272,118
72,148,76,14
256,94,148,346
336,330,248,260
280,156,256,70
94,136,354,122
154,126,180,12
314,22,332,240
236,182,0,292
328,286,90,130
150,254,88,158
330,244,352,0
170,214,130,50
30,46,304,210
272,124,16,24
346,132,8,8
38,280,250,222
