hsv1[0],hsv2[0],hsv3[0],hsv4[0]
88,276,214,6
212,316,130,136
162,152,234,42
252,122,72,6
274,324,40,26
294,10,254,242
98,76,114,66
282,66,190,210
0,258,332,228
80,348,312,172
118,34,132,4
48,0,48,202
308,194,104,4
74,240,110,350
64,236,340,286
4,136,170,160
332,170,212,146
256,8,100,264
0,262,130,16
234,286,94,148
14,4,198,12
248,142,326,18
94,86,306,4
192,58,60,112
222,4,136,104
90,132,244,138
346,142,18,150
150,4,272,214
120,146,346,98
6,334,80,138
70,136,244,2
118,142,6,48
102,230,264,214
12,114,334,236
180,126,156,228
116,184,86,320
142,94,222,124
330,356,132,326
302,156,136,134
286,144,242,226
142,0,138,130
350,250,12,114
118,14,358,144
168,176,132,186
198,22,352,330
266,232,24,134
38,220,230,250
240,356,4,90
134,148,8,310
324,164,146,80
312,214,124,160
228,346,296,274
100,32,146,134
248,208,250,350
154,244,154,146
22,240,162,164
112,306,28,336
248,328,260,118
30,300,74,354
320,138,290,226
248,244,132,342
132,136,166,232
148,332,142,150
0,134,0,344
118,150,148,136
342,106,174,52
128,102,240,0
56,114,110,132
264,46,318,154
250,340,240,140
174,130,354,318
140,226,140,356
118,158,280,28
