hsv1[0],hsv2[0],hsv3[0],hsv4[0]
150,344,250,322
342,4,252,48
202,210,102,238
18,2,58,354
168,118,292,118
358,346,262,232
158,120,44,282
214,110,134,118
162,76,116,36
248,148,256,186
144,96,168,56
236,234,138,118
240,296,350,106
308,328,326,242
126,202,266,0
246,70,298,24
354,180,254,334
146,62,164,76
172,242,234,130
24,22,146,188
0,50,96,142
254,340,340,298
240,126,86,316
176,2,218,250
222,118,238,116
188,86,270,146
100,350,320,200
6,126,276,118
240,236,232,164
324,28,350,356
138,244,152,226
20,248,12,174
284,226,334,2
276,358,34,272
350,36,282,132
196,136,158,12
112,100,352,118
230,286,208,118
52,156,188,64
332,92,126,332
216,350,134,22
314,184,18,346
146,170,344,2
268,260,286,292
318,38,6,214
10,164,250,348
154,118,92,326
292,246,202,154
78,80,50,138
336,152,134,242
164,320,26,244
330,134,178,116
322,48,138,90
156,244,78,356
58,6,248,168
352,336,132,118
146,140,142,336
228,128,154,260
344,144,240,244
328,216,314,136
354,142,0,70
260,302,306,262
348,54,150,248
334,254,0,118
300,314,330,306
4,12,196,354
240,324,338,86
348,272,310,100
340,312,110,94
36,198,134,150
92,332,68,340
146,266,250,318
206,8,358,138
