hsv1[0],hsv2[0],hsv3[0],hsv4[0]
164,138,184,232
298,272,120,6
344,182,94,128
330,346,152,318
306,98,256,262
236,156,288,-1
198,122,100,282
316,118,134,0
164,316,2,138
94,282,248,118
164,36,4,322
102,212,52,118
292,18,146,72
6,146,30,118
262,262,114,8
240,104,136,136
26,268,218,158
216,88,324,56
30,120,198,84
336,82,240,238
240,0,308,120
142,208,68,94
18,146,132,104
236,58,132,118
284,160,276,178
40,224,138,0
206,40,4,170
158,54,346,148
178,92,252,12
318,296,16,78
224,302,38,18
190,328,24,118
68,342,284,234
348,254,332,162
82,288,310,142
172,336,158,306
346,174,266,36
252,-1,246,334
126,168,74,118
246,310,206,136
274,246,352,118
146,24,210,98
238,10,102,130
324,246,248,76
112,104,294,116
112,118,246,354
142,242,10,288
312,254,158,118
10,240,164,146
350,324,-1,238
142,142,150,330
20,118,334,270
0,354,56,154
212,128,340,314
336,118,356,8
148,46,176,248
170,24,120,114
144,134,226,50
0,188,258,234
-1,126,132,232
328,350,144,192
4,150,190,340
-1,246,272,206
52,332,134,254
142,74,132,228
338,308,134,124
150,2,246,118
268,198,298,30
6,2,-1,-1
242,-1,262,346
156,240,318,298
142,66,168,134
194,118,86,358
