hsv1[0],hsv2[0],hsv3[0],hsv4[0]
304,4,238,68
148,178,356,6
118,298,214,30
264,250,184,244
318,224,64,268
250,144,48,108
242,238,322,20
348,30,206,100
326,350,352,0
118,90,12,136
38,12,8,76
118,128,128,130
334,166,260,240
252,314,160,230
248,238,228,312
134,206,316,286
324,122,130,4
138,0,292,22
144,148,328,138
10,158,124,148
118,126,248,170
256,234,278,230
140,128,166,118
32,62,80,192
72,336,130,96
204,352,6,156
118,334,332,112
188,132,130,324
80,114,198,294
212,184,156,144
286,288,344,320
94,236,22,150
300,170,104,134
118,354,224,252
338,324,138,42
92,126,234,238
254,328,176,138
108,20,240,148
118,58,76,10
14,258,110,152
118,342,348,238
358,262,62,354
170,132,138,342
246,304,268,62
246,96,232,224
274,82,-1,86
68,138,142,358
84,240,146,-1
156,154,88,144
222,248,302,246
344,200,70,350
312,140,94,136
10,-1,116,138
196,190,130,238
292,18,336,52
118,128,38,266
278,232,2,6
228,318,6,184
42,268,130,334
130,128,282,136
-1,128,310,134
112,150,146,8
164,50,100,328
54,68,152,206
62,150,134,142
4,246,170,160
150,0,240,166
236,220,148,52
270,102,256,218
258,78,246,304
178,278,28,174
62,40,132,210
100,286,232,340
