hsv1[0],hsv2[0],hsv3[0],hsv4[0]
256,280,40,348
254,138,150,10
344,4,144,350
290,254,336,134
350,298,310,140
114,244,104,30
84,268,260,4
256,196,276,130
252,246,334,214
298,38,146,86
10,290,260,72
316,174,132,2
244,104,0,10
274,70,136,134
40,320,202,18
178,108,216,0
356,116,20,124
304,234,94,180
252,330,306,104
266,144,242,36
2,238,130,244
30,352,2,18
112,358,298,332
328,152,10,18
326,188,326,322
98,52,16,244
240,240,350,346
258,132,100,114
228,18,280,154
282,230,352,144
256,76,354,236
20,134,138,256
352,52,124,16
16,158,320,358
104,148,210,334
248,140,124,312
324,86,254,300
350,340,54,54
114,94,86,174
230,358,266,78
338,132,12,196
222,210,22,342
332,30,112,146
166,350,168,354
348,132,342,350
46,132,70,166
144,356,290,248
138,150,114,318
66,244,86,144
34,346,274,326
168,314,46,130
128,12,262,40
334,62,114,92
260,144,330,356
322,308,2,274
214,356,254,122
76,166,0,116
110,168,244,358
0,338,34,220
198,334,0,248
358,216,252,0
258,32,190,202
152,8,260,122
4,106,114,222
354,260,106,234
338,224,228,68
254,248,72,124
344,6,316,262
56,92,24,148
354,324,346,100
190,148,78,286
310,142,16,338
264,126,254,240
