hsv1[0],hsv2[0],hsv3[0],hsv4[0]
290,354,174,212
46,168,0,98
118,122,248,344
350,176,144,302
256,346,196,150
118,116,108,326
98,304,246,40
94,182,24,170
38,250,128,6
168,140,46,266
232,72,168,118
18,118,128,90
118,248,330,118
62,316,150,10
268,16,102,16
34,12,262,2
4,118,354,280
256,118,2,118
194,256,348,250
250,42,108,140
344,78,128,128
256,86,334,86
306,320,156,50
256,6,206,248
90,286,322,118
284,72,140,292
156,276,4,112
146,280,34,338
76,308,356,228
10,190,318,118
24,214,68,354
248,0,234,174
118,118,76,118
322,250,92,22
348,118,148,118
332,34,94,282
236,138,84,138
98,72,250,154
256,292,342,186
256,248,64,106
340,118,274,160
118,94,292,146
280,266,130,118
314,340,266,134
318,272,130,118
138,118,214,118
192,134,250,244
336,324,62,4
84,160,326,264
142,146,304,318
272,152,286,236
80,226,310,118
152,332,258,200
304,358,246,312
356,200,256,132
262,118,138,296
118,256,126,352
178,124,278,68
254,236,350,250
0,26,88,142
0,154,224,88
296,332,238,30
206,246,132,330
104,260,180,252
256,206,116,274
54,118,18,260
214,230,184,102
72,110,122,252
326,146,160,240
154,242,296,166
164,348,10,250
222,298,152,222
130,102,250,94
