hsv1[0],hsv2[0],hsv3[0],hsv4[0]
144,192,272,72
66,40,90,4
332,74,16,312
252,138,180,328
326,244,168,118
346,100,-1,288
148,58,34,136
86,240,238,334
340,354,154,6
114,48,12,242
22,240,246,118
354,332,100,248
326,146,354,242
14,318,158,72
278,136,104,212
350,248,32,160
234,2,328,128
44,36,122,128
238,228,136,8
240,96,164,194
172,-1,252,76
358,118,276,152
130,314,130,142
256,12,322,68
8,308,250,82
240,118,226,106
160,8,130,234
230,142,132,138
316,166,346,-1
264,222,342,0
294,150,94,246
188,356,130,16
240,176,350,212
270,250,150,118
154,254,250,340
120,332,264,52
352,118,230,322
240,300,312,172
144,260,82,348
300,64,134,0
180,160,204,24
-1,84,72,118
336,342,142,216
196,348,300,294
202,246,150,118
144,28,358,302
10,286,2,266
144,292,0,240
330,108,250,118
306,50,54,144
144,6,292,118
156,118,146,118
348,120,196,334
170,346,288,118
98,212,188,30
162,264,306,358
322,326,260,352
206,16,240,276
22,154,282,250
246,118,20,136
220,234,64,242
282,82,266,90
226,272,46,118
354,118,250,350
344,146,256,262
318,280,54,98
148,92,0,314
14,54,332,94
288,126,318,146
34,184,130,44
76,24,130,228
164,322,112,164
18,206,336,116
