hsv1[0],hsv2[0],hsv3[0],hsv4[0]
164,116,324,44
354,358,312,154
170,42,26,84
244,318,242,266
76,196,152,136
256,188,232,224
248,100,302,98
314,118,36,350
32,294,350,126
202,242,52,28
208,6,184,238
250,156,152,30
238,64,6,70
338,86,148,334
252,306,252,130
66,232,340,216
84,208,218,14
350,118,248,316
186,338,352,132
240,254,242,356
276,162,132,352
326,90,144,304
290,22,264,148
14,324,130,6
158,18,296,322
346,330,266,20
332,344,268,170
24,274,136,130
142,104,258,178
22,38,252,24
342,172,104,292
4,334,100,146
100,136,226,130
284,234,72,272
142,150,252,246
2,286,346,60
194,122,66,238
178,236,174,140
10,118,78,90
354,216,10,126
144,230,128,344
352,14,332,14
334,26,192,36
328,124,130,2
258,32,28,232
230,128,16,22
150,142,4,244
42,168,42,308
154,134,8,336
268,354,318,196
264,148,48,156
308,82,26,52
346,138,196,342
50,120,246,128
136,248,140,250
256,312,278,286
250,218,210,150
358,14,328,42
146,96,8,144
110,266,162,98
122,226,92,188
10,70,304,164
172,74,114,320
254,60,156,258
318,4,166,176
322,114,84,78
18,30,56,236
296,238,96,6
306,142,130,328
214,54,252,226
224,12,126,138
218,146,284,110
256,184,288,206
