hsv1[0],hsv2[0],hsv3[0],hsv4[0]
220,350,68,10
8,8,68,20
20,350,26,220
234,180,72,232
228,232,314,144
2,304,250,116
2,84,236,100
16,104,78,22
36,196,274,68
286,108,56,138
158,122,0,30
42,90,6,92
330,232,72,10
340,328,76,112
244,114,324,232
10,346,16,348
240,232,4,282
16,8,2,12
64,232,72,100
174,40,332,6
246,24,16,322
2,112,80,158
244,232,78,218
140,102,296,90
2,220,68,44
334,104,16,250
8,176,70,48
246,276,86,8
26,8,180,244
160,202,86,164
70,52,26,64
220,22,6,340
238,96,244,2
84,118,96,8
346,16,212,250
352,240,16,96
276,66,80,116
2,108,342,12
24,314,228,80
228,34,76,10
312,78,240,38
132,30,12,240
16,340,68,84
260,102,50,232
244,244,240,12
84,8,4,232
92,330,240,246
90,8,40,232
358,100,26,100
140,240,68,304
94,258,340,10
252,72,226,100
348,104,210,8
40,2,240,62
244,232,254,202
8,8,34,88
292,148,250,328
30,346,16,30
234,30,76,328
102,4,72,6
348,232,240,102
4,158,240,240
84,232,26,94
234,102,10,196
228,16,300,82
226,84,28,10
316,14,350,216
354,134,270,8
102,104,24,98
248,218,210,232
6,34,356,352
94,8,240,34
244,214,70,6
