hsv1[0],hsv2[0],hsv3[0],hsv4[0]
330,58,66,112
246,126,28,88
38,304,340,86
228,286,8,-1
135,326,248,16
4,8,238,106
74,348,-1,12
4,180,14,40
10,70,74,98
26,90,74,338
8,-1,60,154
196,52,152,102
2,18,294,70
24,162,56,18
300,140,24,32
34,14,238,342
18,234,30,16
46,90,12,94
4,228,52,340
342,122,66,46
8,-1,106,100
80,318,2,140
110,94,50,18
346,80,234,306
42,94,66,78
8,228,314,168
210,12,284,12
230,8,18,72
288,358,16,22
-1,202,38,122
76,28,62,102
-1,94,16,115
8,-1,84,0
226,122,72,220
6,238,68,214
14,10,30,144
4,46,334,-1
352,12,184,180
332,238,262,100
36,10,200,22
196,212,238,210
70,18,200,98
228,340,106,86
212,154,218,252
132,228,222,96
254,12,318,-1
320,228,-1,48
238,350,232,16
234,24,8,16
10,96,12,226
220,230,18,218
70,30,120,62
-1,12,68,102
8,86,272,204
32,24,292,2
8,52,8,224
220,246,8,232
4,90,10,78
224,12,74,40
180,66,234,340
32,102,238,342
228,212,10,12
230,12,70,22
86,330,56,14
356,10,104,224
138,228,-1,24
72,68,242,16
70,90,232,262
68,108,74,110
16,100,202,72
22,102,76,90
24,38,96,220
76,232,12,118
