hsv1[0],hsv2[0],hsv3[0],hsv4[0]
46,128,56,118
294,24,238,248
218,356,114,316
228,240,232,206
264,0,318,90
126,314,16,24
254,32,340,48
212,332,70,212
240,178,4,68
104,354,8,16
8,234,158,32
48,138,344,106
234,134,340,80
244,186,254,24
32,234,90,118
70,6,240,10
344,324,324,70
12,250,228,270
140,82,250,118
236,6,250,10
340,148,250,68
332,118,344,118
90,130,306,118
324,90,114,10
242,126,290,240
104,16,114,60
158,108,4,240
4,22,250,42
2,118,180,4
308,6,346,108
0,16,240,32
172,122,122,258
28,70,246,90
24,244,8,100
104,338,52,104
238,108,244,350
250,264,96,342
132,118,8,256
118,246,196,250
8,246,0,240
226,128,72,240
354,118,208,158
116,224,280,6
38,48,250,112
52,134,262,118
196,228,84,118
250,280,0,222
244,82,40,148
244,130,116,0
118,240,126,348
358,8,48,18
256,246,144,82
152,316,34,312
122,348,16,26
282,206,12,16
0,110,140,110
352,212,126,128
0,72,354,56
146,246,110,240
244,246,130,138
244,102,242,8
114,240,110,102
70,42,122,240
232,2,4,160
344,0,40,94
16,282,120,112
316,230,126,112
118,26,356,248
346,338,114,240
272,126,80,0
0,66,26,10
336,154,216,292
26,200,266,8
