hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,234,26,72
14,214,36,342
42,238,216,168
8,326,224,12
18,106,260,122
218,22,4,20
340,46,14,114
182,10,294,6
224,216,200,104
232,116,14,88
354,90,64,12
40,-1,266,76
4,106,96,232
250,136,244,26
114,106,128,50
352,118,98,104
90,18,248,328
238,176,24,18
296,128,334,100
32,226,10,188
350,32,246,6
12,358,32,16
20,354,98,192
230,12,356,46
234,354,114,248
34,110,94,116
114,98,274,90
222,204,20,348
98,36,290,252
156,70,90,82
8,82,10,20
-1,322,250,308
194,24,302,4
236,338,70,10
354,294,-1,200
222,270,354,136
342,236,42,12
8,190,220,-1
284,6,10,306
66,236,216,340
108,224,106,110
112,250,358,116
248,62,54,58
354,104,126,90
258,0,86,274
216,250,208,4
4,136,258,94
110,8,72,6
314,146,228,358
218,84,70,100
4,88,0,200
204,6,184,98
120,110,254,170
328,38,160,144
106,72,142,20
66,350,348,2
358,342,94,266
156,10,92,100
134,166,82,100
132,232,350,288
352,12,228,88
272,204,102,82
148,254,326,112
20,356,92,108
122,70,80,102
72,306,110,318
118,354,358,6
352,100,258,36
246,120,354,132
4,0,246,260
44,244,94,102
322,276,318,34
212,108,12,156
