hsv1[0],hsv2[0],hsv3[0],hsv4[0]
122,70,88,112
248,14,240,314
234,240,122,324
356,234,230,162
192,20,12,34
14,106,94,20
6,70,284,16
292,112,222,320
8,214,354,186
126,238,216,114
216,238,6,110
82,330,238,342
26,110,112,250
36,128,326,62
8,118,242,26
52,302,90,238
344,240,276,10
14,252,258,120
128,286,58,272
20,344,226,12
20,94,8,72
310,172,138,42
198,10,12,120
354,232,322,238
110,194,34,344
230,48,296,244
238,356,8,358
354,90,238,250
12,110,346,262
324,240,238,356
242,226,178,74
4,122,126,112
114,86,16,252
144,58,270,242
296,26,356,90
106,4,334,12
34,342,248,296
260,238,40,138
32,38,236,168
88,146,130,108
210,78,108,292
156,274,236,200
236,18,118,348
0,12,146,94
138,262,30,212
82,140,340,128
240,228,114,-1
220,220,140,106
12,0,300,260
28,34,16,2
334,322,246,30
122,132,82,236
266,338,22,24
70,292,356,4
328,204,162,222
46,10,-1,144
246,-1,198,110
176,188,128,230
238,16,238,248
104,316,70,132
282,348,114,358
108,10,48,280
-1,130,358,46
340,312,2,8
116,244,262,346
238,32,114,10
238,6,312,126
316,248,192,86
344,110,4,332
226,358,208,128
112,114,26,126
8,156,106,12
134,110,72,82
