hsv1[0],hsv2[0],hsv3[0],hsv4[0]
138,312,296,106
138,6,8,214
124,130,232,10
10,88,250,358
312,84,246,306
22,204,242,346
4,238,326,264
126,274,92,232
174,234,226,298
112,232,214,8
140,304,110,84
10,2,356,128
236,114,238,10
266,112,98,14
224,122,332,108
34,54,110,124
152,284,70,116
334,238,354,254
324,156,160,114
86,258,4,16
4,236,28,134
228,38,288,260
290,358,340,70
54,110,178,286
122,94,144,38
236,100,126,58
342,26,240,30
206,44,8,126
340,70,150,86
90,222,276,246
160,78,218,40
104,8,36,354
356,114,114,340
112,326,352,114
14,-1,254,242
234,12,-1,188
304,146,106,32
352,18,136,248
38,268,262,324
246,348,68,318
18,24,0,166
-1,118,112,238
238,226,12,170
330,138,76,46
116,216,14,332
242,340,266,270
32,134,138,74
30,70,36,-1
104,-1,10,-1
262,352,318,114
254,238,120,116
2,34,4,88
212,124,306,94
82,332,344,278
10,250,224,250
70,358,336,100
230,292,284,114
318,198,204,146
98,340,102,2
-1,106,242,226
218,130,18,118
278,108,56,22
4,10,198,352
136,6,40,120
240,346,128,330
356,34,86,16
348,174,84,110
346,318,20,352
44,4,112,20
198,212,312,202
26,12,236,356
108,248,46,4
4,244,-1,2
