hsv1[0],hsv2[0],hsv3[0],hsv4[0]
16,132,52,10
240,-1,262,252
-1,126,342,16
-1,220,244,340
240,8,272,56
108,48,92,16
328,132,248,252
156,196,332,26
10,0,92,112
132,22,246,102
22,180,68,148
2,8,0,140
8,20,100,356
8,232,188,118
250,30,284,78
22,114,248,82
6,100,250,252
196,244,72,290
98,344,24,106
20,-1,100,252
210,272,100,26
50,354,-1,108
146,348,-1,44
232,244,16,218
96,110,72,140
136,230,246,114
0,256,96,8
102,324,316,280
276,8,30,160
96,84,344,312
206,244,152,78
340,118,304,104
8,64,6,6
0,12,238,120
14,208,80,340
344,202,320,96
240,16,42,138
240,236,4,32
38,352,100,96
16,18,138,108
240,344,220,264
92,244,82,122
20,86,6,104
240,318,98,14
310,10,112,108
102,10,202,14
160,70,22,118
240,90,14,24
128,8,112,202
330,244,352,48
2,126,8,16
356,26,246,252
108,6,34,108
208,106,16,252
348,232,102,24
348,28,354,108
232,126,12,70
26,102,290,16
232,10,220,16
20,114,200,144
68,14,348,94
70,332,250,24
256,38,82,250
6,50,246,6
6,118,106,40
64,238,8,348
16,6,38,16
102,290,262,-1
196,254,100,26
8,232,246,252
244,174,36,-1
310,110,16,218
222,114,240,340
