hsv1[0],hsv2[0],hsv3[0],hsv4[0]
230,242,24,12
298,22,64,88
16,12,10,80
202,8,106,358
4,224,8,8
8,10,224,250
16,348,34,42
244,106,318,34
38,246,70,10
72,12,264,154
262,106,340,-1
356,102,14,10
358,122,256,304
272,0,12,10
8,216,290,2
250,248,264,90
358,14,56,28
358,210,10,252
340,90,24,80
4,102,34,82
40,122,250,190
248,22,70,222
158,10,270,244
222,92,350,110
26,160,42,20
14,40,74,88
250,246,16,18
308,120,58,206
328,134,248,12
86,8,44,30
344,78,0,324
80,70,90,266
356,246,90,10
88,316,64,342
12,238,92,86
100,106,168,102
250,8,212,50
252,30,312,138
6,10,64,336
358,46,12,240
44,180,12,250
224,294,278,120
244,340,316,62
148,232,70,16
254,70,18,96
86,160,332,12
158,196,-1,98
4,100,32,90
282,118,12,12
-1,8,250,10
266,128,64,70
100,34,8,118
186,344,20,270
52,82,70,254
316,250,160,158
10,-1,264,176
334,40,320,28
114,280,256,8
30,310,4,346
236,262,32,10
248,54,70,8
244,106,16,24
74,232,260,240
218,150,84,74
98,110,286,350
8,0,206,22
352,6,70,292
250,298,70,62
226,102,214,332
246,202,240,68
346,4,106,312
22,330,290,232
286,240,344,250
