hsv1[0],hsv2[0],hsv3[0],hsv4[0]
114,106,206,8
4,236,4,36
52,118,80,88
124,288,94,102
308,150,88,294
38,2,226,274
-1,246,138,248
74,8,346,62
328,80,74,82
102,18,272,290
344,44,2,6
128,-1,156,250
88,6,16,116
334,256,264,156
238,116,214,70
232,194,134,272
258,202,322,20
228,242,340,126
242,102,0,8
274,316,146,2
240,20,232,328
18,6,236,118
244,346,182,196
14,106,258,74
290,240,116,322
56,86,278,106
102,6,308,348
102,354,110,100
356,280,98,88
10,234,354,38
132,274,124,112
194,306,288,230
106,130,100,266
42,74,246,256
80,264,16,176
242,330,4,-1
224,250,48,-1
352,220,220,94
358,104,136,356
240,342,316,344
92,52,-1,82
314,156,32,18
280,212,72,248
212,12,246,336
148,296,4,306
206,124,262,6
2,104,104,4
-1,24,244,244
104,178,84,-1
118,62,10,250
234,2,116,34
340,246,38,354
-1,92,328,250
356,0,248,132
246,4,-1,12
68,-1,250,106
322,322,26,52
24,230,358,8
30,140,104,136
34,98,196,238
170,34,334,214
218,-1,68,200
122,102,-1,104
250,240,104,124
4,38,6,234
98,244,236,8
254,134,240,116
0,100,298,314
298,238,30,222
110,334,244,24
14,88,0,286
6,72,56,102
262,224,104,102
