hsv1[0],hsv2[0],hsv3[0],hsv4[0]
8,332,108,240
118,230,108,348
356,10,250,320
344,304,336,146
242,60,108,352
206,22,10,164
10,118,250,118
16,234,24,150
242,10,32,42
250,296,118,22
344,232,56,56
136,22,132,356
18,122,8,0
30,250,250,114
74,244,6,22
340,118,272,212
16,286,26,118
134,332,88,74
242,200,46,10
330,238,248,114
358,256,138,240
286,266,100,118
346,140,354,330
310,42,2,118
110,22,76,264
84,74,254,348
272,340,118,88
354,100,108,10
74,184,74,104
42,356,328,336
238,312,12,100
148,238,300,240
22,34,18,10
16,118,112,224
248,30,0,110
250,120,250,240
106,138,180,250
124,244,234,248
26,246,22,252
276,332,202,248
258,196,64,76
100,118,250,112
36,154,24,118
96,250,18,4
242,100,250,346
230,212,108,118
160,84,216,94
22,118,24,126
130,128,338,240
302,106,250,62
64,236,126,22
324,340,196,34
252,348,100,100
224,42,284,16
246,230,146,22
298,348,250,348
244,208,312,96
214,218,0,6
248,120,108,240
10,126,104,120
14,340,32,34
238,30,8,114
346,132,6,118
104,96,208,160
70,132,84,38
350,112,158,190
126,234,134,24
220,22,218,4
356,22,238,240
246,82,226,240
10,30,32,78
180,356,314,140
108,162,324,26
