hsv1[0],hsv2[0],hsv3[0],hsv4[0]
36,138,52,132
292,2,226,240
216,338,132,292
226,230,222,206
272,350,296,94
140,296,358,2
256,20,318,34
210,314,64,218
236,188,352,72
94,332,352,356
358,232,178,18
38,154,332,118
234,154,310,80
240,196,250,354
30,228,94,138
68,348,228,334
322,302,306,54
2,260,216,260
154,80,236,120
234,342,234,322
328,166,244,66
316,130,322,128
76,150,290,132
312,92,114,344
238,148,280,224
90,354,126,42
180,110,350,226
356,0,238,20
352,124,192,338
298,344,328,152
350,354,232,4
186,130,142,250
18,68,234,100
10,234,350,108
100,324,42,118
240,100,236,318
246,268,104,300
144,128,346,246
114,246,198,234
356,236,348,236
220,134,70,234
348,124,204,190
102,224,272,344
22,36,238,122
48,160,256,132
200,220,86,144
250,272,342,212
240,86,22,184
238,144,126,340
106,234,150,312
352,352,32,352
262,250,168,90
164,288,16,280
130,328,4,358
284,210,358,354
352,116,164,116
342,212,144,172
348,54,338,40
156,240,112,230
240,236,154,162
242,104,230,354
104,232,116,146
56,26,142,230
230,350,350,198
338,352,26,100
6,280,132,120
308,226,150,120
112,12,336,236
340,316,122,232
278,132,80,340
356,40,10,350
332,174,212,272
12,202,264,354
