hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,320,132,220
112,228,116,312
350,344,236,264
328,290,318,182
234,54,130,326
184,354,340,204
356,130,234,138
4,232,6,174
234,352,36,44
-1,284,140,358
336,230,58,58
134,356,150,324
22,136,350,334
40,242,244,130
86,250,348,4
332,122,264,216
18,274,2,122
144,314,96,78
230,200,46,346
318,238,230,124
352,262,156,226
282,266,106,134
338,160,326,286
306,38,350,130
106,352,74,258
92,68,254,304
268,324,136,100
350,108,124,352
76,184,82,120
54,348,310,278
230,298,356,108
150,236,280,234
10,24,358,346
16,128,112,226
246,14,332,120
242,134,238,234
108,150,184,242
146,246,226,238
32,236,4,248
276,306,200,240
258,194,70,94
102,124,236,140
48,166,18,124
100,240,0,340
238,102,248,268
220,220,120,144
160,86,214,108
28,128,20,152
128,144,322,-1
298,114,-1,70
64,-1,146,358
314,332,192,32
254,340,100,116
212,36,270,352
248,224,164,18
290,336,234,298
242,208,288,112
200,212,334,316
240,132,122,234
356,140,122,150
2,326,28,26
222,6,352,124
322,150,342,144
102,94,208,190
70,148,88,52
342,120,174,208
122,236,148,354
202,354,218,338
346,4,228,232
240,78,222,236
0,18,32,90
172,350,296,164
108,174,304,358
