hsv1[0],hsv2[0],hsv3[0],hsv4[0]
2,16,146,348
156,76,80,148
236,350,120,356
116,54,32,236
250,236,348,90
358,150,120,250
346,194,188,152
86,130,122,340
30,266,20,236
14,24,140,298
184,336,242,350
324,346,108,140
46,144,164,220
310,18,24,164
118,100,126,144
350,136,238,40
128,70,348,6
52,124,226,216
90,286,114,66
34,234,346,132
222,356,120,330
128,44,318,234
196,208,132,284
218,148,220,206
0,138,296,222
274,358,152,350
94,168,256,304
246,318,356,84
148,250,50,260
100,156,180,12
210,312,312,138
240,6,268,348
112,130,286,230
228,180,86,72
240,304,2,356
238,278,128,326
136,230,348,348
76,238,42,334
340,106,212,20
2,328,198,132
304,220,330,118
352,238,350,128
342,160,242,16
146,342,136,180
136,226,322,316
318,258,232,232
328,340,70,272
138,346,4,30
110,126,36,346
238,332,0,320
334,186,216,158
346,146,64,240
122,128,250,148
288,358,280,198
230,34,332,242
348,0,148,190
20,134,236,340
264,358,96,22
246,322,238,354
66,296,340,212
108,94,352,352
38,86,236,128
242,348,118,356
254,114,340,228
296,200,142,356
6,350,302,134
178,30,174,106
280,242,92,118
166,246,12,126
116,222,204,52
76,132,102,174
202,232,232,128
116,216,2,96
