hsv1[0],hsv2[0],hsv3[0],hsv4[0]
118,84,86,114
248,6,238,288
234,236,132,316
348,228,222,168
208,24,8,54
6,116,98,22
358,88,280,14
276,124,216,304
0,208,340,188
138,230,208,116
222,236,0,112
64,316,236,330
-1,122,120,234
38,142,322,74
0,132,238,46
46,280,92,230
334,236,272,8
6,246,248,126
144,266,66,250
10,336,220,6
16,108,0,84
292,172,144,60
214,358,2,128
340,226,314,226
104,194,38,334
232,70,288,234
238,348,0,356
346,104,238,238
4,122,336,244
306,236,234,348
242,218,176,84
354,136,136,114
104,98,6,234
178,78,264,232
284,38,350,96
94,356,326,8
34,328,244,280
254,232,44,146
28,58,226,176
74,158,146,108
218,98,112,270
188,258,230,196
236,16,128,342
354,6,160,102
162,250,-1,204
56,150,332,136
240,222,116,106
226,212,150,106
2,354,296,240
22,48,14,0
320,308,242,-1
130,148,84,222
260,324,20,30
58,274,348,0
314,200,166,212
44,0,108,158
244,114,196,112
200,184,142,220
240,8,236,234
90,300,70,146
270,342,120,354
98,2,58,260
84,146,354,72
324,290,358,6
108,238,256,340
240,-1,120,6
240,358,308,132
302,240,188,94
330,120,2,322
230,352,200,132
98,130,28,128
358,162,110,10
152,120,76,90
