hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,126,52,238
10,2,228,138
136,356,292,296
20,104,178,236
160,28,358,122
312,236,340,350
26,92,88,208
86,56,168,240
234,336,248,8
350,4,4,96
340,16,84,66
132,238,312,358
354,176,328,222
348,74,42,214
4,190,122,124
120,220,64,290
250,278,238,234
50,122,350,306
354,106,354,340
346,112,232,198
238,12,268,330
68,350,76,74
0,36,26,232
226,140,10,22
358,324,0,228
34,68,116,336
160,182,32,120
168,76,162,356
150,352,58,154
356,318,298,42
356,214,342,96
214,224,134,108
246,110,216,262
358,270,234,122
332,162,242,352
208,240,260,164
216,132,150,36
128,332,358,136
328,150,124,28
238,118,110,132
220,2,20,140
200,110,282,122
302,262,250,348
222,206,334,88
316,344,240,128
262,82,256,326
280,50,348,144
358,134,92,276
176,228,212,0
234,312,0,56
116,356,124,174
188,14,192,224
228,100,100,318
144,10,198,358
324,294,0,138
20,236,156,112
96,340,112,246
154,198,278,188
168,250,126,170
6,4,238,250
204,358,144,2
232,146,146,100
270,246,318,120
294,228,242,132
44,26,128,322
334,6,306,12
358,304,140,116
132,116,224,0
228,18,12,254
356,44,204,18
354,348,324,78
138,238,220,344
342,130,14,354
