hsv1[0],hsv2[0],hsv3[0],hsv4[0]
10,324,184,110
274,262,6,340
238,278,76,14
44,326,356,230
72,158,308,88
246,342,28,232
66,96,278,50
104,340,234,32
308,114,320,98
356,310,212,202
2,202,236,88
300,356,346,236
284,286,254,96
0,138,250,352
24,144,160,358
346,354,316,108
318,102,44,226
94,228,266,108
352,38,354,26
244,124,0,292
224,232,140,352
342,54,112,354
40,352,356,140
138,248,290,160
22,302,356,322
90,20,352,102
244,236,110,354
226,294,298,110
246,270,200,306
246,210,70,4
336,352,238,98
6,144,330,180
98,178,240,358
236,154,358,234
30,132,240,6
230,4,10,222
170,110,328,134
292,194,54,104
26,30,102,128
94,238,340,38
354,124,136,246
244,240,140,124
254,236,140,116
268,92,88,194
332,234,118,234
198,244,94,256
184,46,356,60
82,78,108,152
138,118,118,80
312,68,172,0
210,84,62,0
94,220,336,250
250,168,14,120
358,348,10,170
244,228,224,216
322,10,196,4
0,0,344,126
356,124,222,276
328,216,32,234
354,16,20,42
4,332,242,236
242,116,348,342
340,120,112,20
50,254,82,10
156,344,216,346
16,356,228,210
260,356,22,334
348,148,260,326
356,130,152,104
12,188,104,74
232,134,244,70
214,318,240,268
122,238,126,316
