hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,126,16,160
358,226,306,328
328,128,40,2
358,0,236,0
134,70,26,358
80,314,324,232
212,222,-1,134
310,78,354,336
56,0,52,184
22,116,6,230
4,228,6,-1
166,196,356,0
276,230,230,260
234,288,266,246
50,304,274,192
4,60,294,42
356,236,162,252
158,6,22,144
8,118,32,350
134,178,120,348
144,356,244,108
354,0,102,128
346,186,250,218
2,16,232,118
300,6,126,166
220,86,358,38
316,12,124,92
154,238,258,206
130,158,350,306
202,112,16,4
340,204,146,78
190,248,108,24
226,110,216,330
216,336,192,118
198,322,156,348
148,352,344,124
348,332,134,222
228,42,170,122
356,256,116,232
224,350,118,124
342,136,240,132
264,120,124,114
350,344,200,86
122,340,228,140
228,52,146,106
98,-1,354,356
232,26,330,322
208,148,226,136
322,236,238,342
242,150,312,234
142,356,72,6
332,94,334,342
254,244,238,10
358,8,150,226
354,104,132,238
336,326,340,172
160,358,358,294
348,22,234,212
238,232,208,286
172,218,196,28
36,20,88,134
14,32,4,18
28,0,288,56
134,348,220,122
234,276,346,274
358,212,140,120
290,132,66,98
110,140,96,70
142,238,78,128
154,264,282,358
-1,140,246,316
232,294,318,236
354,120,356,352
