hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,160,54,342
244,170,250,238
112,148,318,330
186,218,228,302
238,356,266,56
144,44,122,350
308,154,236,226
170,196,308,20
356,338,118,150
158,18,234,126
22,190,64,188
336,350,342,198
350,12,126,326
350,234,190,134
256,30,274,86
14,136,240,96
352,112,246,240
194,248,70,268
134,318,18,134
8,104,126,240
214,274,128,26
48,338,182,124
164,330,112,46
228,234,356,220
120,132,82,172
164,222,234,140
348,262,122,338
142,304,294,250
278,354,22,206
134,82,324,280
204,244,170,82
322,140,290,130
354,60,356,334
346,4,222,140
2,214,94,290
326,206,304,106
220,8,40,164
228,236,338,30
38,334,136,110
18,22,166,120
236,324,212,258
126,240,86,150
8,90,346,124
222,294,148,342
296,346,160,130
140,356,202,350
174,70,16,138
248,94,358,6
158,356,154,212
314,250,328,58
340,144,348,350
338,26,234,234
154,346,26,126
210,122,8,250
330,226,144,356
334,36,332,126
230,148,350,70
32,116,282,352
232,354,218,356
8,122,198,172
94,0,326,98
76,312,250,0
264,36,102,230
344,56,230,340
348,126,152,38
70,232,352,320
0,344,38,348
138,284,258,120
198,256,138,8
354,232,242,234
228,184,36,156
290,122,2,224
218,122,224,312
