hsv1[0],hsv2[0],hsv3[0],hsv4[0]
160,116,138,234
8,240,32,332
24,242,238,126
2,280,224,240
64,236,222,350
326,318,238,84
154,112,354,352
262,232,276,76
294,110,212,42
224,78,348,20
310,148,354,310
76,218,10,134
228,128,114,340
240,258,232,198
190,14,338,36
34,84,262,336
226,140,280,14
242,234,144,320
240,344,194,234
48,96,148,20
84,0,318,116
240,0,84,110
32,52,16,48
354,200,358,0
234,102,128,264
4,124,244,160
358,114,324,108
320,350,342,276
8,4,106,254
102,192,52,142
314,90,304,100
230,12,58,130
340,0,24,358
356,358,114,212
354,330,142,112
356,212,4,122
356,164,124,22
0,354,206,28
126,138,164,230
12,234,336,356
136,22,104,346
234,270,116,350
354,32,352,222
236,300,114,216
350,142,356,294
92,70,42,92
240,356,256,358
104,222,132,10
178,0,160,12
218,108,356,328
342,314,356,352
286,130,20,188
302,34,18,228
330,340,72,234
98,232,10,246
12,122,198,2
18,224,350,2
332,154,182,68
216,120,226,0
256,292,238,98
100,8,0,222
202,180,330,104
168,226,242,206
346,64,314,144
246,206,106,4
270,250,236,234
354,326,250,192
278,230,76,104
248,336,236,106
234,140,216,172
42,348,228,4
236,40,294,2
100,186,94,56
