hsv1[0],hsv2[0],hsv3[0],hsv4[0]
286,180,240,0
304,140,20,352
22,174,114,350
216,212,116,266
136,242,234,234
322,130,286,10
188,72,224,244
94,344,122,220
30,52,82,170
66,236,74,26
132,96,108,280
228,206,154,324
260,140,0,0
348,34,312,16
240,222,136,184
332,304,34,128
358,138,324,128
340,136,146,146
148,102,198,0
232,0,268,4
18,120,238,42
246,120,94,254
40,320,128,356
106,86,318,220
160,130,50,140
56,312,226,146
128,148,358,44
254,44,8,60
76,286,334,54
204,0,138,342
316,198,338,116
114,356,62,124
122,234,100,336
106,262,348,358
90,342,246,356
2,24,138,228
56,0,260,144
244,50,112,216
138,4,342,128
350,120,356,328
222,250,150,126
174,232,280,104
238,126,12,334
212,270,120,98
120,18,70,296
102,234,42,132
328,236,118,150
114,10,294,84
194,190,358,248
48,154,134,176
72,26,90,200
350,124,26,194
336,106,332,126
294,164,166,356
310,226,60,88
230,348,352,210
238,358,214,350
8,128,218,138
250,242,230,4
116,350,358,348
0,12,192,230
278,354,4,234
34,114,302,236
12,62,38,316
110,78,124,70
150,216,238,128
238,226,252,340
0,340,238,160
356,332,182,22
356,330,176,234
114,350,206,306
86,292,244,32
268,0,348,14
